id,cardMessageMasterId,cardTypeNo,cardTypeName,cardid,cardName,type,messageId,messageEventId,eventTypeId,eventType,title,selectType,result,result1,result2,result3,result4,result5,result6,result7,result8,result9,result10
135,135,1,スピード,16,サイレンススズカ(ストーリー報酬),1,5,2,2,通常イベント,どうすれば,その左回りにコツが隠されてるのかも,,『左回り◯』のヒントLv+1,サイレンススズカの絆ゲージ+5,,,,,,,,
136,136,1,スピード,17,マチカネフクキタル(SSRサポート),1,1,1,1,連続イベント,謎の儀式図で運試し！,最高にハッピーな秘術かも！？,失敗時：,賢さ+4,連続イベントが終了,,,,,,,,
137,137,1,スピード,17,マチカネフクキタル(SSRサポート),1,2,1,1,連続イベント,……封印しておくべきもの、とか,選択肢なし,,体力+5,マチカネフクキタルの絆ゲージ+5,連続イベントが終了,,,,,,,
138,138,1,スピード,17,マチカネフクキタル(SSRサポート),1,3,1,1,連続イベント,仲間と一緒に笑福万来！,まだ宝の正体は謎のままだぞ！,成功時：,5種ステータスを+7,マチカネフクキタルの絆ゲージ+7,,,,,,,,
139,139,1,スピード,17,マチカネフクキタル(SSRサポート),1,3,2,1,連続イベント,仲間と一緒に笑福万来！,まだ宝の正体は謎のままだぞ！,失敗時：,賢さ+4,連続イベントが終了,,,,,,,,
140,140,1,スピード,17,マチカネフクキタル(SSRサポート),1,3,3,1,連続イベント,仲間と一緒に笑福万来！,地図、大事にしないとな,,体力+5,マチカネフクキタルの絆ゲージ+5,連続イベントが終了,,,,,,,
141,141,1,スピード,17,マチカネフクキタル(SSRサポート),1,4,1,1,連続イベント,辿り着いたよミラクルハッピー！,選択肢なし,大成功時：,5種ステータスを+7,スキルPt+77,『スーパーラッキーセブン』のヒントLv+3,マチカネフクキタルの絆ゲージ+7,,,,,,
142,142,1,スピード,17,マチカネフクキタル(SSRサポート),1,4,2,1,連続イベント,辿り着いたよミラクルハッピー！,選択肢なし,成功時：,5種ステータスを+7,スキルPt+7,『スーパーラッキーセブン』のヒントLv+1,マチカネフクキタルの絆ゲージ+7,,,,,,
143,143,1,スピード,17,マチカネフクキタル(SSRサポート),1,4,3,1,連続イベント,辿り着いたよミラクルハッピー！,選択肢なし,失敗時：,スキルPt+7,『ラッキーセブン』のヒントLv+3,マチカネフクキタルの絆ゲージ+7,,,,,,,
144,144,1,スピード,17,マチカネフクキタル(SSRサポート),1,5,1,2,通常イベント,信仰心と親切心が交わる時ーー,片っ端から作業を振ってみる,,スキルPt+30,マチカネフクキタルの絆ゲージ+5,,,,,,,,
145,145,1,スピード,17,マチカネフクキタル(SSRサポート),1,5,2,2,通常イベント,信仰心と親切心が交わる時ーー,自分に親切にしてみるとかはどう？,,体力+20,マチカネフクキタルの絆ゲージ+5,,,,,,,,
146,146,1,スピード,17,マチカネフクキタル(SSRサポート),1,6,1,2,通常イベント,全力スピリチュアル,ただ急いでいるだけの気が……,,賢さ+5,スキルPt+15,マチカネフクキタルの絆ゲージ+5,,,,,,,
147,147,1,スピード,17,マチカネフクキタル(SSRサポート),1,6,2,2,通常イベント,全力スピリチュアル,もう少し気合いも込めてみたら？,,体力-10,スピード+5,スタミナ+5,パワー+5,マチカネフクキタルの絆ゲージ+5,,,,,
148,148,1,スピード,18,トーセンジョーダン(ストーリー報酬),1,1,1,1,連続イベント,距離感とかあるし,DIYに挑戦！,,スピード+10,スタミナ+5,トーセンジョーダンの絆ゲージ+5,,,,,,,
149,149,1,スピード,18,トーセンジョーダン(ストーリー報酬),1,1,2,1,連続イベント,距離感とかあるし,イメチェン☆着回しオトナコーデ,,体力+10,トーセンジョーダンの絆ゲージ+5,,,,,,,,
150,150,1,スピード,18,トーセンジョーダン(ストーリー報酬),1,2,1,1,連続イベント,自分アゲてーし,選択肢なし,,スピード+10,スキルPt+10,,,,,,,,
151,151,1,スピード,18,トーセンジョーダン(ストーリー報酬),1,3,1,1,連続イベント,すげー娘はすげーし,選択肢なし,成功時：,体力-10,スピード+15,『好転一息』のヒントLv+3,,,,,,,
152,152,1,スピード,18,トーセンジョーダン(ストーリー報酬),1,3,2,1,連続イベント,すげー娘はすげーし,選択肢なし,失敗時：,体力-10,スピード+10,『直線回復』のヒントLv+3,,,,,,,
153,153,1,スピード,18,トーセンジョーダン(ストーリー報酬),1,4,1,2,通常イベント,スマホって時間泥棒じゃん？,まずは1本タイムを計ってみる,やる気アップ,やる気アップ,スピード+5,トーセンジョーダンの絆ゲージ+5,,,,,,,
154,154,1,スピード,18,トーセンジョーダン(ストーリー報酬),1,4,2,2,通常イベント,スマホって時間泥棒じゃん？,いつもと違う場所でジョギング,スタミナ+10,スタミナ+10,トーセンジョーダンの絆ゲージ+5,,,,,,,,
155,155,1,スピード,18,トーセンジョーダン(ストーリー報酬),1,5,1,2,通常イベント,レビューって半分賭けじゃん？,走らない日だけつけるとか,,体力+10,やる気アップ,トーセンジョーダンの絆ゲージ+5,,,,,,,
156,156,1,スピード,18,トーセンジョーダン(ストーリー報酬),1,5,2,2,通常イベント,レビューって半分賭けじゃん？,別の活用法を探す,,『ラッキーセブン』のヒントLv+1,トーセンジョーダンの絆ゲージ+5,,,,,,,,
157,157,1,スピード,19,エイシンフラッシュ(SRサポート),1,1,1,1,連続イベント,良き管理者たるもの,選択肢なし,,体力最大値+4,体力+10,やる気アップ,,,,,,,
158,158,1,スピード,19,エイシンフラッシュ(SRサポート),1,2,1,1,連続イベント,良き友人たるもの,選択肢なし,,体力+20,『末脚』のヒントLv+1,『末脚』のヒントLv+1,,,,,,,
159,159,1,スピード,19,エイシンフラッシュ(SRサポート),1,3,1,1,連続イベント,想定外への対応,いっそ自分で作るのはどうだろう,,根性+10,エイシンフラッシュの絆ゲージ+5,,,,,,,,
160,160,1,スピード,19,エイシンフラッシュ(SRサポート),1,3,2,1,連続イベント,想定外への対応,取り扱ってる店を他に探すのはどうだろう,,『徹底マーク◯』のヒントLv+1,エイシンフラッシュの絆ゲージ+5,,,,,,,,
161,161,1,スピード,19,エイシンフラッシュ(SRサポート),1,4,1,2,通常イベント,想定外のお昼,折角だし食べたことのないものを食べたら？,,体力+15,エイシンフラッシュの絆ゲージ+5,,,,,,,,
162,162,1,スピード,19,エイシンフラッシュ(SRサポート),1,5,2,2,通常イベント,想定外のお昼,なら急いでメニューを考え直すしかないな,,スピード+5,根性+5,エイシンフラッシュの絆ゲージ+5,,,,,,,
163,163,1,スピード,20,ナリタタイシン(SRサポート),1,1,1,1,連続イベント,夜にこっそり……？,選択肢なし,,スピード+5,スタミナ+5,,,,,,,,
164,164,1,スピード,20,ナリタタイシン(SRサポート),1,2,1,1,連続イベント,エンジョイミュージカル！,選択肢なし,,スピード+5,スタミナ+5,パワー+5,『お見通し』のヒントLv+1,,,,,,
165,165,1,スピード,20,ナリタタイシン(SRサポート),1,3,1,1,連続イベント,別に、邪魔しないで,選択肢なしの場合,,『追い上げ』のヒントLv+1,ナリタタイシンの絆ゲージ+5,,,,,,,,
166,166,1,スピード,20,ナリタタイシン(SRサポート),1,3,2,1,連続イベント,別に、邪魔しないで,遅くならないようにな,,『追い上げ』のヒントLv+1,ナリタタイシンの絆ゲージ+5,,,,,,,,
167,167,1,スピード,20,ナリタタイシン(SRサポート),1,3,3,1,通常イベント,別に、邪魔しないで,無理はよくない,,スキルPt+30,ナリタタイシンの絆ゲージ+5,,,,,,,,
168,168,1,スピード,20,ナリタタイシン(SRサポート),1,4,1,2,通常イベント,別に、ほっといて,せめて応援させて！,,スタミナ+5,スキルPt+15,ナリタタイシンの絆ゲージ+5,,,,,,,
169,169,1,スピード,20,ナリタタイシン(SRサポート),1,4,2,2,通常イベント,別に、ほっといて,でも、力になりたいんだ,,パワー+5,スキルPt+15,ナリタタイシンの絆ゲージ+5,,,,,,,
170,170,1,スピード,21,キングヘイロー(SRサポート),1,1,1,1,連続イベント,一流の指導,選択肢なし,,スピード+10,,,,,,,,,
171,171,1,スピード,21,キングヘイロー(SRサポート),1,2,1,1,連続イベント,一流の相談相手,選択肢なし,,スピード+15,スキルPt+15,,,,,,,,
172,172,1,スピード,21,キングヘイロー(SRサポート),1,3,1,2,通常イベント,助言する権利をあげる！,昨今の根性論について討論する,,根性+10,賢さ+5,キングヘイローの絆ゲージ+5,,,,,,,
173,173,1,スピード,21,キングヘイロー(SRサポート),1,3,2,2,通常イベント,助言する権利をあげる！,仕掛けるタイミングについて話す,,『末脚』のヒントLv+1,キングヘイローの絆ゲージ+5,,,,,,,,
174,174,1,スピード,21,キングヘイロー(SRサポート),1,4,1,2,通常イベント,付き合う権利をあげる！,それじゃあ併走で,,体力-20,スピード+10,パワー+10,賢さ+5,キングヘイローの絆ゲージ+5,,,,,
175,175,1,スピード,21,キングヘイロー(SRサポート),1,4,2,2,通常イベント,付き合う権利をあげる！,それじゃあキングコールの練習で,,やる気ダウン,根性+25,キングヘイローの絆ゲージ+5,,,,,,,
176,176,1,スピード,22,スイープトウショウ(SRサポート),1,1,1,1,連続イベント,とっておきのお友だち？,野菜は食べた方がいい,,スピード+5,スキルPt+10,『ラッキーセブン』のヒントLv+1,スイープトウショウの絆ゲージ+5,,,,,,
177,177,1,スピード,22,スイープトウショウ(SRサポート),1,1,2,1,連続イベント,とっておきのお友だち？,やりたいようにやればいい,,やる気ダウン,『おひとり様◯』のヒントLv+5,,,,,,,,
178,178,1,スピード,22,スイープトウショウ(SRサポート),1,2,1,1,連続イベント,イタズラは計画的に,フジキセキのことを想って、だよな！,,スピード+10,スキルPt+20,『冷静』のヒントLv+1,スイープトウショウの絆ゲージ+5,,,,,,
179,179,1,スピード,22,スイープトウショウ(SRサポート),1,2,2,1,連続イベント,イタズラは計画的に,正直に謝った方がいい,,やる気ダウン,『一匹狼』のヒントLv+1,,,,,,,,
180,180,1,スピード,22,スイープトウショウ(SRサポート),1,3,1,2,通常イベント,ミラクル☆エスケープ,補習を受けよう,,体力+10,スピード+5,スイープトウショウの絆ゲージ+5,,,,,,,
181,181,1,スピード,22,スイープトウショウ(SRサポート),1,3,2,2,通常イベント,ミラクル☆エスケープ,走って逃げよう！,,体力-10,スピード+20,スイープトウショウの絆ゲージ+5,,,,,,,
182,182,1,スピード,22,スイープトウショウ(SRサポート),1,4,1,2,通常イベント,ワンダフル☆ミステイク！,代わりにすごい呪文を教えよう,,体力-20,スキルPt+40,スイープトウショウの絆ゲージ+5,,,,,,,
183,183,1,スピード,22,スイープトウショウ(SRサポート),1,4,2,2,通常イベント,ワンダフル☆ミステイク！,もう一度スズメを探しに行こう,,『愛嬌◯』になる,スイープトウショウの絆ゲージ+5,,,,,,,,
184,184,1,スピード,23,シンコウウインディ(SRサポート),1,1,1,1,連続イベント,ココ掘れ、ウインディ！,あとは子分に任せてほしい,,スピード+10,シンコウウインディの絆ゲージ+5,,,,,,,,
185,185,1,スピード,23,シンコウウインディ(SRサポート),1,1,2,1,連続イベント,ココ掘れ、ウインディ！,とことん頑張ろう！,,体力-5,スキルPt+30,シンコウウインディの絆ゲージ+5,,,,,,,
186,186,1,スピード,23,シンコウウインディ(SRサポート),1,2,1,1,連続イベント,ゲートよ、開け！,選択肢なし,,スピード+10,スキルPt+15,『ギアシフト』のヒントLv+3,シンコウウインディの絆ゲージ+5,,,,,,
187,187,1,スピード,23,シンコウウインディ(SRサポート),1,2,2,1,連続イベント,ゲートよ、開け！,選択肢なし,,スピード+5,スキルPt+10,シンコウウインディの絆ゲージ+5,,,,,,,
188,188,1,スピード,23,シンコウウインディ(SRサポート),1,3,1,2,通常イベント,ガブッと、撲滅！,早く素直になろう！,,スピード+3,やる気アップ,シンコウウインディの絆ゲージ+5,,,,,,,
189,189,1,スピード,23,シンコウウインディ(SRサポート),1,3,2,2,通常イベント,ガブッと、撲滅！,疲れ、減らしてあげなよ,,体力+10,スキルPt+5,シンコウウインディの絆ゲージ+5,,,,,,,
190,190,1,スピード,23,シンコウウインディ(SRサポート),1,4,1,2,通常イベント,ガブッと、突撃！,言った通りになったな,,スキルPt+15,シンコウウインディの絆ゲージ+5,,,,,,,,
191,191,1,スピード,23,シンコウウインディ(SRサポート),1,5,2,2,通常イベント,ガブッと、突撃！,負けを認める？,,スピード+3,『負けん気』のヒントLv+1,シンコウウインディの絆ゲージ+5,,,,,,,
192,192,1,スピード,24,ウオッカ(SRサポート),1,1,1,1,連続イベント,黄昏サボタージュ,反省の態度を見せよう！,体力最大値+4,パワー+10,ウオッカの絆ゲージ+5,,,,,,,,
193,193,1,スピード,24,ウオッカ(SRサポート),1,1,2,1,連続イベント,黄昏サボタージュ,素直に謝ればいい,成功時：,スピード+15,『マイルコーナー◯』のヒントLv+1,ウオッカの絆ゲージ+5,,,,,,,
194,194,1,スピード,24,ウオッカ(SRサポート),1,1,3,1,連続イベント,黄昏サボタージュ,,失敗時：,スピード+5,ウオッカの絆ゲージ+5,,,,,,,,
